Vertical Segment,Status,Launch Date,Lithography,Recommended Customer Price,total Cores,total Threads,Processor Base Frequency,TDP,Max Memory Bandwidth,T
Server,End of Interactive Support,,180 nm,N/A,1,NA,700 MHz,29.6 W,,65°C
Server,End of Life,,65 nm,N/A,2,NA,2.50 GHz,95 W,,60°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,1.70 GHz,65.8 W,,73°C
Server,End of Life,,65 nm,N/A,2,NA,2.66 GHz,65 W,,65°C
Server,End of Life,,65 nm,N/A,2,NA,2.13 GHz,65 W,,61.4°C
Server,End of Life,Q1'11,32 nm,$1440.00 - $1443.00,6,12,3.06 GHz,95 W,32 GB/s,81.3°C
Server,End of Life,Q3'10,32 nm,$594.00 ,6,12,3.20 GHz,130 W,25.6 GB/s,67.9°C
Server,End of Life,Q1'10,45 nm,N/A,6,12,1.87 GHz,105 W,,64°C
Server,End of Life,Q3'09,45 nm,$305.00 ,4,8,1.86 GHz,45 W,21 GB/s,58.3°C
Server,Launched,Q1'09,45 nm,N/A,4,8,2.26 GHz,60 W,25.6 GB/s,70°C
Server,End of Life,Q1'09,45 nm,$305.00 ,4,8,2.66 GHz,130 W,25.6 GB/s,67.9°C
Server,End of Life,Q3'08,45 nm,N/A,4,NA,2.13 GHz,90 W,,68°C
Server,End of Life,Q3'08,45 nm,$202.00 ,4,NA,2.66 GHz,95 W,,71.4°C
Server,Launched,Q2'08,45 nm,N/A,2,NA,3.00 GHz,40 W,,56°C
Server,End of Life,Q3'08,45 nm,$601.00 ,4,NA,2.66 GHz,50 W,,57°C
Server,End of Life,Q3'07,65 nm,N/A,4,NA,1.60 GHz,80 W,,66°C
Server,Launched,Q1'07,65 nm,N/A,4,NA,2.33 GHz,80 W,,66°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,700 MHz,29.6 W,,65°C
Server,End of Interactive Support,,90 nm,N/A,1,NA,3.00 GHz,103 W,,72°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,933 MHz,29.6 W,,55°C
Server,End of Life,,65 nm,N/A,2,NA,3.00 GHz,80 W,,65°C
Server,End of Life,,65 nm,"$1,177.00 ",2,NA,3.00 GHz,95 W,,60°C
Server,End of Life,,65 nm,N/A,2,NA,2.66 GHz,95 W,,67°C
Server,End of Life,,65 nm,N/A,2,NA,2.40 GHz,65 W,,60.1°C
Server,End of Life,Q1'10,32 nm,"$1,663.00 ",4,8,3.46 GHz,130 W,32 GB/s,80.4°C
Server,End of Life,Q1'10,45 nm,N/A,6,12,2.00 GHz,105 W,,64°C
Server,Launched,Q3'09,45 nm,$203.00 - $224.00,4,4,2.40 GHz,95 W,21 GB/s,72.7°C
Server,Launched,Q3'09,45 nm,N/A,4,8,2.40 GHz,60 W,25.6 GB/s,70°C
Server,End of Life,Q1'10,45 nm,$305.00 ,4,8,2.80 GHz,130 W,25.6 GB/s,67.9°C
Server,End of Life,Q3'08,45 nm,"$2,059.00 ",4,NA,2.40 GHz,90 W,,68°C
Server,End of Life,Q4'07,45 nm,$912.00 ,4,NA,3.00 GHz,120 W,,63°C
Server,End of Life,Q1'08,45 nm,$268.00 ,4,NA,2.66 GHz,95 W,,71.4°C
Server,End of Life,Q3'07,65 nm,N/A,4,NA,2.13 GHz,80 W,,66°C
Server,End of Life,Q4'07,65 nm,N/A,2,NA,2.33 GHz,65 W,,72°C
Server,Launched,,65 nm,N/A,2,NA,1.60 GHz,40 W,,
Server,End of Life,Q1'07,65 nm,N/A,4,NA,1.60 GHz,50 W,,60°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,866 MHz,27.4 W,,55°C
Server,End of Interactive Support,,250 nm,N/A,1,NA,550 MHz,34 W,,68°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,1.60 GHz,72 W,,78°C
Server,End of Interactive Support,Q4'03,130 nm,N/A,1,NA,2.80 GHz,74 W,,C1+D1=75°C; M0=72°C
Server,End of Life,,65 nm,N/A,2,NA,3.00 GHz,95 W,,60°C
Server,End of Life,,65 nm,N/A,2,NA,2.83 GHz,95 W,,67°C
Server,End of Life,,90 nm,N/A,1,NA,3.66 GHz,110 W,,73°C
Server,Launched,,90 nm,N/A,1,NA,2.80 GHz,110 W,,72°C
Server,End of Interactive Support,,,N/A,1,NA,450 MHz,34.5 W,,75°C
Embedded,Launched,Q1'10,45 nm,$286.00 ,4,4,2.00 GHz,85 W,,77.6°C
Server,End of Life,Q1'10,45 nm,N/A,6,12,1.87 GHz,95 W,,70°C
Server,End of Life,Q3'09,45 nm,$230.00 ,4,8,2.53 GHz,95 W,21 GB/s,72.7°C
Server,End of Life,Q1'09,45 nm,$594.00 ,4,8,2.93 GHz,130 W,25.6 GB/s,67.9°C
Server,Launched,Q1'09,45 nm,N/A,4,8,3.20 GHz,130 W,32 GB/s,67°C
Server,End of Life,Q3'08,45 nm,"$2,391.00 ",6,NA,2.40 GHz,90 W,,68°C
Server,End of Life,Q1'07,65 nm,N/A,4,NA,1.60 GHz,40 W,,72.2°C
Server,End of Life,Q4'07,45 nm,"$1,245.00 ",4,NA,3.16 GHz,120 W,,63°C
Server,End of Life,Q3'07,65 nm,N/A,4,NA,2.40 GHz,80 W,,66°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,800 MHz,25.4 W,,55°C
Server,End of Interactive Support,,250 nm,N/A,1,NA,550 MHz,39.5 W,,68°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,1.50 GHz,68 W,,76°C
Server,End of Life,,65 nm,"$1,391.00 ",2,NA,3.20 GHz,150 W,,69°C
Server,End of Interactive Support,,130 nm,$307.00 ,1,NA,2.80 GHz,77 W,,72°C
Server,End of Life,,65 nm,$177.00 ,2,NA,3.00 GHz,95 W,,67°C
Server,End of Life,,65 nm,N/A,2,NA,2.66 GHz,65 W,,60.1°C
Server,End of Interactive Support,,90 nm,N/A,1,NA,3.33 GHz,129 W,,73°C
Server,End of Life,,90 nm,N/A,1,NA,2.80 GHz,103 W,,72°C
Server,End of Interactive Support,,,N/A,1,NA,450 MHz,46.7 W,,75°C
Server,End of Life,Q1'10,32 nm,$594.00 ,6,12,3.33 GHz,130 W,32 GB/s,67.9°C
Server,End of Life,Q1'10,32 nm,$1663.00 - $1666.00,6,12,3.33 GHz,130 W,32 GB/s,78.5°C
Embedded,Launched,Q1'10,45 nm,$326.00 ,4,4,2.13 GHz,65 W,,74.6°C
Embedded,Launched,Q1'10,45 nm,$417.00 ,2,2,2.27 GHz,65 W,,74.6°C
Server,Launched,Q3'09,45 nm,$237.00 - $261.00,4,8,2.66 GHz,95 W,21 GB/s,72.7°C
Server,End of Life,Q1'10,45 nm,N/A,8,16,1.87 GHz,95 W,,70°C
Server,Launched,Q3'09,45 nm,N/A,4,8,3.33 GHz,130 W,32 GB/s,67°C
Server,End of Life,Q3'09,45 nm,$305.00 ,4,8,3.06 GHz,130 W,25.6 GB/s,67.9°C
Server,End of Life,Q3'08,45 nm,"$1,467.00 ",4,NA,3.33 GHz,120 W,,63°C
Server,End of Life,Q1'08,45 nm,$179.00 ,2,NA,3.00 GHz,65 W,,72.4°C
Server,End of Life,Q1'08,45 nm,$287.00 ,4,NA,2.83 GHz,95 W,,71.4°C
Server,Launched,Q4'07,45 nm,N/A,2,NA,3.33 GHz,80 W,,66°C
Server,End of Interactive Support,,90 nm,N/A,1,NA,2.80 GHz,110 W,,72°C
Server,Launched,Q2'06,65 nm,N/A,2,NA,1.86 GHz,40 W,,58°C
Server,End of Life,Q1'07,65 nm,N/A,4,NA,1.86 GHz,50 W,,60°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,733 MHz,23.3 W,,55°C
Server,End of Interactive Support,,250 nm,N/A,1,NA,550 MHz,34 W,,68°C
Server,End of Life,,65 nm,N/A,2,NA,3.16 GHz,150 W,,69°C
Server,End of Interactive Support,,130 nm,N/A,1,NA,2.66 GHz,72 W,,C1+D1=74°C; M0=72°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,1.50 GHz,59.2 W,,70°C
Server,End of Life,,90 nm,"$1,177.00 ",2,NA,2.66 GHz,165 W,,76°C
Server,End of Life,,65 nm,N/A,2,NA,3.20 GHz,130 W,,78°C
Server,End of Life,,90 nm,N/A,1,NA,3.16 GHz,110 W,,73°C
Server,End of Life,,90 nm,N/A,1,NA,3.50 GHz,110 W,,73°C
Server,End of Life,Q1'11,32 nm,"$1,663.00 ",4,8,3.60 GHz,130 W,32 GB/s,80.4°C
Server,End of Interactive Support,,,N/A,1,NA,450 MHz,46.7 W,,75°C
Embedded,Launched,Q1'10,45 nm,$221.00 ,1,1,1.73 GHz,23 W,,79.5°C - 94.5°C
Embedded,Launched,Q1'10,45 nm,$503.00 ,4,8,2.53 GHz,85 W,,77.6°C
Server,End of Life,Q1'10,45 nm,N/A,6,6,2.67 GHz,130 W,,69°C
Server,End of Life,Q1'10,,N/A,4,8,1.73 GHz,105 W,,64°C
Server,End of Life,Q3'09,45 nm,$328.00 - $339.00,4,8,2.80 GHz,95 W,21 GB/s,72.7°C
Server,End of Life,Q4'09,45 nm,$305.00 ,4,8,3.20 GHz,130 W,25.6 GB/s,
Server,Launched,Q1'09,45 nm,N/A,4,8,2.66 GHz,95 W,32 GB/s,75°C
Server,End of Life,Q3'08,45 nm,N/A,4,NA,2.13 GHz,50 W,,65°C
Server,Launched,Q3'08,45 nm,N/A,2,NA,3.50 GHz,80 W,,61°C
Server,Launched,Q3'17,14 nm,N/A,18,36,2.30 GHz,140 W,85.3 GB/s,66
Server,End of Life,Q4'07,45 nm,N/A,4,NA,3.00 GHz,120 W,,63°C
Server,Launched,Q3'17,14 nm,"$1,440.00 ",10,20,3.30 GHz,140 W,85.3 GB/s,68
Server,Launched,Q3'17,14 nm,"$1,113.00 ",8,16,3.70 GHz,140 W,85.3 GB/s,70
Server,Launched,Q3'17,14 nm,$835.00 ,6,12,3.70 GHz,140 W,85.3 GB/s,64
Server,Launched,Q3'17,14 nm,$617.00 ,6,12,3.60 GHz,140 W,85.3 GB/s,65
Server,Launched,Q3'17,14 nm,$444.00 ,4,8,4.00 GHz,120 W,85.3 GB/s,64
Server,Launched,Q3'17,14 nm,$294.00 ,4,8,3.60 GHz,120 W,85.3 GB/s,65
Server,End of Life,Q3'07,65 nm,N/A,4,NA,2.40 GHz,80 W,,66°C
Server,End of Life,Q3'07,65 nm,N/A,4,NA,2.00 GHz,50 W,,60°C
Server,Launched,,65 nm,N/A,2,NA,2.20 GHz,40 W,,
Server,End of Life,Q1'07,65 nm,N/A,4,NA,2.13 GHz,105 W,,62.2°C
Server,End of Life,,65 nm,$369.00 ,2,NA,3.20 GHz,95 W,,67°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,667 MHz,21.3 W,,55°C
Server,End of Interactive Support,,250 nm,N/A,1,NA,500 MHz,36 W,,75°C
Server,End of Interactive Support,,130 nm,"$1,100.00 ",1,NA,1.50 GHz,48 W,,67°C
Server,End of Life,,65 nm,N/A,2,NA,3.40 GHz,150 W,,69°C
Server,End of Interactive Support,Q4'02,130 nm,N/A,1,NA,2.40 GHz,65 W,,C1+D1=74°C; M0=72°C
Server,End of Life,,90 nm,"$1,980.00 ",2,NA,2.80 GHz,165 W,,76°C
Server,End of Interactive Support,,90 nm,N/A,1,NA,3.00 GHz,129 W,,73°C
Server,End of Life,,90 nm,N/A,1,NA,2.80 GHz,103 W,,72°C
Server,End of Life,Q1'11,32 nm,N/A,6,12,3.46 GHz,130 W,32 GB/s,67.9°C
Server,End of Life,Q1'11,32 nm,$1663.00 - $1666.00,6,12,3.46 GHz,130 W,32 GB/s,78.5°C
Server,End of Interactive Support,,,N/A,1,NA,400 MHz,30.8 W,,75°C
Embedded,Launched,Q1'10,45 nm,$326.00 ,2,4,1.73 GHz,35 W,,79.5°C - 94.5°C
Embedded,Launched,Q1'10,45 nm,$493.00 ,4,8,1.73 GHz,48 W,,77.5°C - 92.5°C
Server,End of Life,Q1'10,45 nm,N/A,8,16,2.00 GHz,130 W,,69°C
Server,End of Life,Q1'10,45 nm,N/A,6,12,2.00 GHz,105 W,,
Server,End of Life,Q3'09,45 nm,$339.00 ,4,8,2.93 GHz,95 W,21 GB/s,72.7°C
Server,End of Life,Q1'09,45 nm,"$1,059.00 ",4,8,3.20 GHz,130 W,32 GB/s,67.9°C
Server,Launched,Q1'09,45 nm,N/A,4,8,2.80 GHz,95 W,32 GB/s,75°C
Server,End of Life,Q3'08,45 nm,N/A,6,NA,2.13 GHz,65 W,,73°C
Embedded,Launched,Q1'08,45 nm,N/A,1,NA,2.40 GHz,30 W,,
Server,End of Life,Q3'08,45 nm,$339.00 ,4,NA,3.00 GHz,95 W,,71.4°C
Server,End of Life,Q3'08,45 nm,N/A,2,NA,3.16 GHz,65 W,,72.4°C
Server,End of Life,Q4'07,45 nm,N/A,2,NA,3.40 GHz,80 W,,66°C
Server,End of Life,Q4'07,45 nm,N/A,4,NA,3.20 GHz,150 W,,63°C
Server,End of Life,Q3'07,65 nm,N/A,4,NA,1.86 GHz,50 W,,66°C
Server,End of Life,Q3'07,65 nm,N/A,2,NA,2.40 GHz,80 W,,64°C
Server,Launched,Q2'06,65 nm,$494.00 ,2,NA,2.13 GHz,35 W,,70.8°C
Server,End of Life,Q4'06,65 nm,N/A,4,NA,2.66 GHz,120 W,,70°C
Server,End of Life,Q1'07,65 nm,N/A,4,NA,2.40 GHz,105 W,,62.2°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,600 MHz,19.2 W,,55°C
Server,End of Interactive Support,,250 nm,N/A,1,NA,500 MHz,36.2 W,,75°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,1.40 GHz,64 W,,74°C
Server,End of Life,,65 nm,N/A,2,NA,3.33 GHz,150 W,,69°C
Server,End of Interactive Support,,130 nm,N/A,1,NA,2.40 GHz,77 W,,72°C
Server,End of Life,,90 nm,"$3,157.00 ",2,NA,3.00 GHz,165 W,,76°C
Server,End of Life,,65 nm,N/A,2,NA,3.46 GHz,130 W,,78°C
Server,End of Interactive Support,,90 nm,N/A,1,NA,3.00 GHz,,,
Server,End of Interactive Support,,,N/A,1,NA,400 MHz,18.6 W,,65°C
Server,End of Life,Q2'10,45 nm,$623.00 ,4,8,3.06 GHz,95 W,21 GB/s,72.7°C
Embedded,Launched,Q1'10,45 nm,$493.00 ,4,8,2.13 GHz,60 W,,70.0°C - 85.0°C
Server,End of Life,Q1'10,45 nm,N/A,8,16,2.27 GHz,130 W,,
Server,End of Life,Q1'10,45 nm,N/A,8,16,2.00 GHz,130 W,,69°C
Server,End of Life,Q1'09,45 nm,$562.00 ,4,NA,3.16 GHz,95 W,,71.4°C
Server,End of Life,Q3'09,45 nm,"$1,059.00 ",4,8,3.33 GHz,130 W,32 GB/s,67.9°C
Server,Launched,Q1'09,45 nm,N/A,4,8,2.93 GHz,95 W,32 GB/s,75°C
Server,End of Life,Q3'08,45 nm,"$2,837.00 ",6,NA,2.66 GHz,130 W,,64°C
Server,End of Life,Q3'08,45 nm,N/A,4,NA,3.40 GHz,150 W,,63°C
Server,End of Life,Q1'09,45 nm,$243.00 ,2,NA,3.00 GHz,45 W,,78.65°C
Server,End of Life,Q3'07,65 nm,N/A,4,NA,2.66 GHz,95 W,,60.4°C
Server,End of Life,Q3'07,65 nm,N/A,4,NA,2.93 GHz,130 W,,66°C
Server,End of Life,Q3'07,65 nm,N/A,2,NA,2.93 GHz,80 W,,64°C
Server,End of Life,Q3'07,65 nm,N/A,4,NA,3.00 GHz,150 W,,63°C
Server,End of Life,,65 nm,N/A,2,NA,3.50 GHz,150 W,,69°C
Server,End of Interactive Support,,250 nm,N/A,1,NA,500 MHz,44 W,,75°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,1.00 GHz,30.8 W,,55°C
Server,End of Life,Q1'02,130 nm,N/A,1,NA,2.00 GHz,58 W,,70°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,1.40 GHz,56 W,,69°C
Server,End of Life,,90 nm,"$3,157.00 ",2,NA,3.00 GHz,165 W,,76°C
Server,Launched,Q2'06,65 nm,N/A,2,NA,2.33 GHz,40 W,,58°C
Server,End of Life,,65 nm,$851.00 ,2,NA,3.73 GHz,130 W,,78°C
Server,Launched,,90 nm,N/A,1,NA,2.83 GHz,129 W,,73°C
Server,End of Life,Q4'12,22 nm,N/A,60,NA,1.05 GHz,225 W,320 GB/s,
Server,End of Life,Q2'13,22 nm,N/A,60,NA,1.05 GHz,245 W,352 GB/s,
Server,End of Life,Q2'13,22 nm,N/A,61,NA,1.24 GHz,300 W,352 GB/s,
Server,End of Life,Q2'13,22 nm,N/A,61,NA,1.24 GHz,300 W,352 GB/s,
Server,End of Life,Q1'14,22 nm,N/A,61,NA,1.24 GHz,270 W,352 GB/s,
Server,End of Life,Q2'14,22 nm,N/A,61,NA,1.24 GHz,300 W,352 GB/s,
Server,Launched,Q4'16,14 nm,"$3,213.00 ",72,NA,1.50 GHz,245 W,115.2 GB/s,
Server,Launched,Q4'16,14 nm,"$2,591.00 ",68,NA,1.40 GHz,230 W,115.2 GB/s,
Server,Launched,Q2'16,14 nm,"$2,436.00 ",68,NA,1.40 GHz,215 W,115.2 GB/s,
Server,Launched,Q4'16,14 nm,"$2,147.00 ",64,NA,1.30 GHz,230 W,115.2 GB/s,
Server,Launched,Q2'16,14 nm,"$1,992.00 ",64,NA,1.30 GHz,215 W,115.2 GB/s,
Server,Launched,Q4'16,14 nm,"$2,036.00 ",64,NA,1.30 GHz,230 W,102 GB/s,
Server,Launched,Q2'16,14 nm,"$1,881.00 ",64,NA,1.30 GHz,215 W,102 GB/s,
Server,Launched,Q2'17,32 nm,"$3,750.00 ",4,8,2.53 GHz,170 W,,95.0 C
Server,Launched,Q2'17,32 nm,"$2,650.00 ",8,16,2.13 GHz,170 W,,95.0 C
Server,Launched,Q2'17,32 nm,"$1,350.00 ",4,8,1.73 GHz,130 W,,95.0 C
Server,Launched,Q4'12,32 nm,"$2,650.00 ",8,16,2.13 GHz,170 W,,95 C
Server,Launched,Q4'12,32 nm,"$3,750.00 ",4,8,2.40 GHz,170 W,,95 C
Server,Launched,Q4'12,32 nm,"$4,650.00 ",8,16,2.53 GHz,170 W,,95 C
Server,End of Life,Q2'11,32 nm,$774.00 ,6,12,1.73 GHz,105 W,,64°C
Server,Launched,Q1'14,22 nm,N/A,12,24,2.30 GHz,105 W,68 GB/s,68°C
Server,Launched,Q2'15,22 nm,"$1,223.00 ",8,16,2.00 GHz,115 W,85 GB/s,70°C
Server,Launched,Q2'16,14 nm,"$1,223.00 ",8,16,2.10 GHz,115 W,85 GB/s,69°C
Server,Launched,Q3'17,14 nm,$213.00 - $223.00,6,6,1.70 GHz,85 W,,78°C
Desktop,End of Interactive Support,Q1'07,65 nm,N/A,1,NA,3.60 GHz,65 W,,64.4°C
Mobile,Launched,Q1'13,22 nm,$75.00 ,2,2,1.80 GHz,35 W,25.6 GB/s,105 C
Embedded,Launched,Q1'14,22 nm,$86.00 ,2,2,2.20 GHz,37 W,25.6 GB/s,100°C 
Desktop,End of Life,Q1'13,22 nm,$64.00 ,2,2,2.80 GHz,55 W,21 GB/s,
Server,Launched,Q4'15,14 nm,$103.00 ,2,2,1.20 GHz,20 W,,
Mobile,Launched,Q4'11,32 nm,N/A,4,8,2.70 GHz,55 W,25.6 GB/s,100 C
Mobile,Launched,Q2'14,22 nm,$281.00 ,2,4,1.60 GHz,11.5 W,25.6 GB/s,100°C
Desktop,End of Life,Q2'13,22 nm,$213.00 - $224.00,4,4,3.40 GHz,84 W,25.6 GB/s,72.72°C
Mobile,Launched,Q3'14,22 nm,$426.00 ,2,4,3.00 GHz,28 W,25.6 GB/s,100 C
Mobile,Launched,Q3'14,14 nm,N/A,2,4,800 MHz,4.5 W,25.6 GB/s,95 C
Mobile,Launched,Q3'14,14 nm,N/A,2,4,800 MHz,4.5 W,25.6 GB/s,95 C
Mobile,Launched,Q1'15,14 nm,$281.00 ,2,4,2.20 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,Q1'15,14 nm,$315.00 ,2,4,1.60 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,Q1'15,14 nm,$315.00 ,2,4,2.70 GHz,28 W,25.6 GB/s,105°C
Mobile,Launched,Q1'15,14 nm,$315.00 ,2,4,2.90 GHz,28 W,25.6 GB/s,105°C
Mobile,Launched,Q1'15,14 nm,$281.00 ,2,4,2.30 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,Q2'15,14 nm,$289.00 ,2,4,3.10 GHz,47 W,25.6 GB/s,105°C
Mobile,Launched,Q1'15,14 nm,$315.00 ,2,4,1.80 GHz,15 W,25.6 GB/s,105°C
Desktop,Launched,Q2'15,14 nm,$244.00 ,4,4,2.80 GHz,65 W,29.86 GB/s,
Desktop,Launched,Q2'15,14 nm,$276.00 - $277.00,4,4,3.10 GHz,65 W,25.6 GB/s,
Mobile,Launched,Q1'15,14 nm,$275.00 ,2,4,2.00 GHz,15 W,25.6 GB/s,105°C
Desktop,Launched,Q2'15,14 nm,$265.00 ,4,4,3.10 GHz,65 W,29.86 GB/s,
Mobile,Launched,Q1'15,14 nm,$281.00 ,2,4,2.10 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,Q1'15,14 nm,$275.00 ,2,4,2.10 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,Q1'15,14 nm,$281.00 ,2,4,2.20 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,Q1'15,14 nm,$315.00 ,2,4,2.50 GHz,28 W,25.6 GB/s,105°C
Mobile,Launched,Q4'14,14 nm,$281.00 ,2,4,800 MHz,4.5 W,25.6 GB/s,95 C
Mobile,Launched,Q4'14,14 nm,$281.00 ,2,4,900 MHz,4.5 W,25.6 GB/s,95 C
Mobile,Launched,Q4'14,14 nm,$281.00 ,2,4,1.10 GHz,4.5 W,25.6 GB/s,95 C
Mobile,Launched,Q3'14,14 nm,N/A,2,4,1.10 GHz,4.5 W,25.6 GB/s,95°C
Mobile,Launched,Q4'14,14 nm,$281.00 ,2,4,1.20 GHz,4.5 W,25.6 GB/s,95 C
Mobile,Launched,Q3'13,22 nm,$426.00 ,2,4,2.80 GHz,28 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$426.00 ,2,4,1.50 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q2'14,22 nm,$393.00 ,2,4,2.00 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$393.00 ,2,4,1.80 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$426.00 ,2,4,1.70 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$393.00 ,2,4,1.70 GHz,11.5 W,25.6 GB/s,100°C
Mobile,Launched,Q1'14,22 nm,N/A,2,4,3.00 GHz,37 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$393.00 ,2,4,2.10 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q4'13,22 nm,$346.00 ,2,4,2.90 GHz,37 W,25.6 GB/s,100°C
Desktop,End of Life,Q2'14,22 nm,$303.00 ,4,8,2.70 GHz,45 W,25.6 GB/s,71.45°C
Desktop,Launched,Q2'14,22 nm,$303.00 - $312.00,4,8,3.20 GHz,65 W,25.6 GB/s,71.35°C
Desktop,End of Life,Q2'14,22 nm,$303.00 - $312.00,4,8,3.60 GHz,84 W,25.6 GB/s,72.72°C 
Desktop,End of Life,Q2'14,22 nm,$303.00 ,4,8,2.20 GHz,35 W,25.6 GB/s,66.35°C
Desktop,End of Life,Q3'13,22 nm,$314.00 - $320.00,4,8,3.50 GHz,84 W,25.6 GB/s,72°C 
Embedded,Launched,Q2'13,22 nm,$303.00 ,4,8,2.30 GHz,45 W,25.6 GB/s,71.45°C
Desktop,End of Life,Q2'13,22 nm,$303.00 ,4,8,2.50 GHz,45 W,25.6 GB/s,71.45°C
Desktop,Launched,Q2'13,22 nm,$303.00 - $305.00,4,8,3.10 GHz,65 W,25.6 GB/s,71.35°C
Desktop,End of Life,Q2'13,22 nm,$358.00 ,4,8,3.20 GHz,65 W,25.6 GB/s,
Desktop,End of Life,Q2'13,22 nm,$303.00 - $312.00,4,8,3.40 GHz,84 W,25.6 GB/s,72.72°C
Desktop,End of Life,Q2'13,22 nm,$303.00 ,4,8,2.00 GHz,35 W,25.6 GB/s,66.35°C
Desktop,End of Life,Q2'13,22 nm,$339.00 - $350.00,4,8,3.50 GHz,84 W,25.6 GB/s,72.72°C 
Desktop,End of Life,Q2'14,22 nm,$339.00 - $350.00,4,8,4.00 GHz,88 W,25.6 GB/s,74.04°C
Mobile,Launched,Q3'14,22 nm,$434.00 ,4,8,2.20 GHz,47 W,25.6 GB/s,100 C
Mobile,Launched,Q2'14,22 nm,$434.00 ,4,8,2.10 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$434.00 ,4,8,2.00 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q1'15,22 nm,$378.00 ,4,8,2.40 GHz,37 W,25.6 GB/s,100°C
Mobile,Launched,Q1'15,22 nm,$378.00 ,4,8,2.60 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q2'14,22 nm,$378.00 ,4,8,2.30 GHz,37 W,25.6 GB/s,100°C
Mobile,Launched,Q2'14,22 nm,$378.00 ,4,8,2.30 GHz,37 W,25.6 GB/s,100°C
Mobile,Launched,Q2'14,22 nm,$378.00 ,4,8,2.50 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q2'14,22 nm,$378.00 ,4,8,2.50 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q2'13,22 nm,$378.00 ,4,8,2.20 GHz,37 W,25.6 GB/s,100°C
Mobile,Launched,Q2'13,22 nm,N/A,4,8,2.20 GHz,37 W,25.6 GB/s,100°C
Embedded,Launched,Q1'14,22 nm,$459.00 ,4,8,2.00 GHz,27 W,25.6 GB/s,100°C 
Mobile,Launched,Q2'13,22 nm,$378.00 ,4,8,2.40 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q2'13,22 nm,$378.00 ,4,8,2.40 GHz,47 W,25.6 GB/s,100°C
Embedded,Launched,Q2'13,22 nm,$378.00 ,4,8,2.40 GHz,47 W,25.6 GB/s,100°C 
Embedded,Launched,Q1'14,22 nm,$459.00 ,4,8,2.70 GHz,43 W,25.6 GB/s,100°C 
Mobile,Launched,Q3'14,22 nm,$434.00 ,4,8,2.50 GHz,47 W,25.6 GB/s,100 C
Mobile,Launched,Q1'14,22 nm,$434.00 ,4,8,2.40 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$434.00 ,4,8,2.30 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q1'14,22 nm,$378.00 ,4,8,2.80 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q2'13,22 nm,$380.00 ,4,8,2.70 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q3'14,22 nm,$623.00 ,4,8,2.80 GHz,47 W,25.6 GB/s,100 C
Mobile,Launched,Q4'13,22 nm,$623.00 ,4,8,2.60 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$623.00 ,4,8,2.40 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q1'14,22 nm,$568.00 - $570.00,4,8,2.90 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q2'13,22 nm,$570.00 ,4,8,2.80 GHz,47 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$315.00 ,2,4,2.60 GHz,28 W,25.6 GB/s,100°C
Mobile,Launched,Q3'14,22 nm,$315.00 ,2,4,2.60 GHz,28 W,25.6 GB/s,100 C
